TARA_189_20m_0.22-3_prok	ERR3589569	Illumina
TARA_189_299m_0.22-3_prok	ERR3589570	Illumina
TARA_191_5m_0.22-3_prok	ERR3589580	Illumina
TARA_193_5m_0.22-3_prok	ERR3589581	Illumina
TARA_194_5m_0.22-3_prok	ERR3589556	Illumina
TARA_194_35m_0.22-3_prok	ERR3589571	Illumina
TARA_196_5m_0.22-3_prok	ERR3589557	Illumina
TARA_201_441m_0.22-3_prok	ERR3589573	Illumina
TARA_201_5m_0.22-3_prok	ERR3589558	Illumina
TARA_201_36m_0.22-3_prok	ERR3589572	Illumina
TARA_205_5m_0.22-3_prok	ERR3589559	Illumina
TARA_205_491m_0.22-3_prok	ERR3589574	Illumina
TARA_206_5m_0.22-3_prok	ERR3589561	Illumina
TARA_206_411m_0.22-3_prok	ERR3589560	Illumina
TARA_208_5m_0.22-3_prok	ERR3589575	Illumina
TARA_209_5m_0.22-3_prok	ERR3589576	Illumina
TARA_209_351m_0.22-3_prok	ERR3589562	Illumina
TARA_210_5m_0.22-3_prok	ERR3589582	Illumina
TARA_210_391m_0.22-3_prok	ERR3589563	Illumina
TARA_023_5m_0.22-1.6_prok	ERR164409	454
TARA_023_5m_0.22-1.6_prok	ERR315858	Illumina
TARA_023_5m_0.22-1.6_prok	ERR315861	Illumina
TARA_023_55m_0.22-1.6_prok	ERR315859	Illumina
TARA_023_55m_0.22-1.6_prok	ERR315860	Illumina
TARA_030_5m_0.22-1.6_prok	ERR164407	454
TARA_030_5m_0.22-1.6_prok	ERR315862	Illumina
TARA_030_5m_0.22-1.6_prok	ERR315863	Illumina
TARA_030_70m_0.22-1.6_prok	ERR318618	Illumina
TARA_030_70m_0.22-1.6_prok	ERR318619	Illumina
TARA_030_70m_0.22-1.6_prok	ERR318620	Illumina
TARA_030_70m_0.22-1.6_prok	ERR318621	Illumina
TARA_004_5m_0.22-1.6_prok	ERR598955	Illumina
TARA_004_5m_0.22-1.6_prok	ERR599003	Illumina
TARA_004_40m_0.22-1.6_prok	ERR598950	Illumina
TARA_004_40m_0.22-1.6_prok	ERR599095	Illumina
TARA_018_5m_0.22-1.6_prok	ERR598993	Illumina
TARA_018_5m_0.22-1.6_prok	ERR599140	Illumina
TARA_018_60m_0.22-1.6_prok	ERR599073	Illumina
TARA_018_60m_0.22-1.6_prok	ERR599092	Illumina
TARA_025_5m_0.22-1.6_prok	ERR598951	Illumina
TARA_025_5m_0.22-1.6_prok	ERR599043	Illumina
TARA_025_50m_0.22-1.6_prok	ERR599094	Illumina
TARA_025_50m_0.22-1.6_prok	ERR599153	Illumina
TARA_031_5m_0.22-1.6_prok	ERR598969	Illumina
TARA_031_5m_0.22-1.6_prok	ERR599106	Illumina
TARA_032_5m_0.22-1.6_prok	ERR599041	Illumina
TARA_032_5m_0.22-1.6_prok	ERR599116	Illumina
TARA_032_5m_0.22-1.6_prok	ERR599155	Illumina
TARA_032_80m_0.22-1.6_prok	ERR599061	Illumina
TARA_032_80m_0.22-1.6_prok	ERR599097	Illumina
TARA_033_5m_0.22-1.6_prok	ERR599049	Illumina
TARA_033_5m_0.22-1.6_prok	ERR599134	Illumina
TARA_034_5m_0.22-1.6_prok	ERR598959	Illumina
TARA_034_5m_0.22-1.6_prok	ERR598991	Illumina
TARA_034_60m_0.22-1.6_prok	ERR598975	Illumina
TARA_034_60m_0.22-1.6_prok	ERR599111	Illumina
TARA_036_5m_0.22-1.6_prok	ERR598966	Illumina
TARA_036_5m_0.22-1.6_prok	ERR599143	Illumina
TARA_036_17m_0.22-1.6_prok	ERR598974	Illumina
TARA_036_17m_0.22-1.6_prok	ERR599028	Illumina
TARA_039_25m_0.22-1.6_prok	ERR599145	Illumina
TARA_039_270m_0.22-1.6_prok	ERR599037	Illumina
TARA_039_270m_0.22-1.6_prok	ERR599172	Illumina
TARA_042_5m_0.22-1.6_prok	ERR599075	Illumina
TARA_042_5m_0.22-1.6_prok	ERR599141	Illumina
TARA_042_80m_0.22-1.6_prok	ERR599013	Illumina
TARA_042_80m_0.22-1.6_prok	ERR599130	Illumina
TARA_045_5m_0.22-1.6_prok	ERR599045	Illumina
TARA_045_5m_0.22-1.6_prok	ERR599054	Illumina
TARA_048_5m_0.22-1.6_prok	ERR599019	Illumina
TARA_048_5m_0.22-1.6_prok	ERR599138	Illumina
TARA_056_5m_0.22-3_prok	ERR599057	Illumina
TARA_056_1000m_0.22-3_prok	ERR599112	Illumina
TARA_057_5m_0.22-3_prok	ERR599058	Illumina
TARA_058_66m_0.22-3_prok	ERR599026	Illumina
TARA_062_5m_0.22-3_prok	ERR599012	Illumina
TARA_064_5m_0.22-3_prok	ERR598970	Illumina
TARA_064_5m_0.22-3_prok	ERR599088	Illumina
TARA_064_5m_0.22-3_prok	ERR599150	Illumina
TARA_064_1000m_0.22-3_prok	ERR599021	Illumina
TARA_064_1000m_0.22-3_prok	ERR599164	Illumina
TARA_064_65m_0.22-3_prok	ERR598972	Illumina
TARA_064_65m_0.22-3_prok	ERR599023	Illumina
TARA_064_65m_0.22-3_prok	ERR599025	Illumina
TARA_065_5m_0.22-3_prok	ERR598979	Illumina
TARA_065_5m_0.22-3_prok	ERR599146	Illumina
TARA_065_850m_0.22-3_prok	ERR598960	Illumina
TARA_065_850m_0.22-3_prok	ERR599034	Illumina
TARA_065_30m_0.22-3_prok	ERR598990	Illumina
TARA_065_30m_0.22-3_prok	ERR599018	Illumina
TARA_065_30m_0.22-3_prok	ERR599110	Illumina
TARA_066_5m_0.22-3_prok	ERR598973	Illumina
TARA_066_5m_0.22-3_prok	ERR599068	Illumina
TARA_066_5m_0.22-3_prok	ERR599173	Illumina
TARA_066_30m_0.22-3_prok	ERR598982	Illumina
TARA_066_30m_0.22-3_prok	ERR599107	Illumina
TARA_067_5m_0.22-3_prok	ERR598994	Illumina
TARA_067_5m_0.22-3_prok	ERR599144	Illumina
TARA_068_700m_0.22-3_prok	ERR598947	Illumina
TARA_068_700m_0.22-3_prok	ERR599131	Illumina
TARA_068_5m_0.22-3_prok	ERR599129	Illumina
TARA_068_5m_0.22-3_prok	ERR599171	Illumina
TARA_068_5m_0.22-3_prok	ERR599174	Illumina
TARA_068_50m_0.22-3_prok	ERR599017	Illumina
TARA_068_50m_0.22-3_prok	ERR599056	Illumina
TARA_068_50m_0.22-3_prok	ERR599103	Illumina
TARA_070_5m_0.22-3_prok	ERR599135	Illumina
TARA_070_5m_0.22-3_prok	ERR599165	Illumina
TARA_070_800m_0.22-3_prok	ERR599044	Illumina
TARA_070_800m_0.22-3_prok	ERR599149	Illumina
TARA_072_5m_0.22-3_prok	ERR598984	Illumina
TARA_072_5m_0.22-3_prok	ERR599105	Illumina
TARA_072_100m_0.22-3_prok	ERR599133	Illumina
TARA_072_100m_0.22-3_prok	ERR599137	Illumina
TARA_072_800m_0.22-3_prok	ERR599005	Illumina
TARA_072_800m_0.22-3_prok	ERR599048	Illumina
TARA_076_150m_0.22-3_prok	ERR599040	Illumina
TARA_076_150m_0.22-3_prok	ERR599148	Illumina
TARA_076_800m_0.22-3_prok	ERR599000	Illumina
TARA_076_800m_0.22-3_prok	ERR599154	Illumina
TARA_078_120m_0.22-3_prok	ERR599046	Illumina
TARA_078_120m_0.22-3_prok	ERR599101	Illumina
TARA_078_800m_0.22-3_prok	ERR599124	Illumina
TARA_078_800m_0.22-3_prok	ERR599159	Illumina
TARA_085_790m_0.22-3_prok	ERR599008	Illumina
TARA_085_790m_0.22-3_prok	ERR599125	Illumina
TARA_093_5m_0.22-3_prok	ERR599064	Illumina
TARA_093_35m_0.22-3_prok	ERR598965	Illumina
TARA_094_5m_0.22-3_prok	ERR599050	Illumina
TARA_096_5m_0.22-3_prok	ERR598967	Illumina
TARA_098_5m_0.22-3_prok	ERR599093	Illumina
TARA_098_5m_0.22-3_prok	ERR599120	Illumina
TARA_098_188m_0.22-3_prok	ERR599042	Illumina
TARA_098_188m_0.22-3_prok	ERR599079	Illumina
TARA_098_488m_0.22-3_prok	ERR599071	Illumina
TARA_098_488m_0.22-3_prok	ERR599085	Illumina
TARA_099_5m_0.22-3_prok	ERR599024	Illumina
TARA_110_5m_0.22-3_prok	ERR599039	Illumina
TARA_110_50m_0.22-3_prok	ERR599014	Illumina
TARA_110_380m_0.22-3_prok	ERR599020	Illumina
TARA_111_350m_0.22-3_prok	ERR599086	Illumina
TARA_112_5m_0.22-3_prok	ERR598954	Illumina
TARA_112_155m_0.22-3_prok	ERR598957	Illumina
TARA_112_696m_0.22-3_prok	ERR599072	Illumina
TARA_128_5m_0.22-3_prok	ERR599038	Illumina
TARA_128_40m_0.22-3_prok	ERR599032	Illumina
TARA_132_5m_0.22-3_prok	ERR599142	Illumina
TARA_132_115m_0.22-3_prok	ERR598995	Illumina
TARA_132_550m_0.22-3_prok	ERR598980	Illumina
TARA_133_5m_0.22-3_prok	ERR599052	Illumina
TARA_133_45m_0.22-3_prok	ERR598942	Illumina
TARA_133_650m_0.22-3_prok	ERR599115	Illumina
TARA_140_5m_0.22-3_prok	ERR599162	Illumina
TARA_141_5m_0.22-3_prok	ERR599029	Illumina
TARA_142_5m_0.22-3_prok	ERR599136	Illumina
TARA_142_125m_0.22-3_prok	ERR599100	Illumina
TARA_142_640m_0.22-3_prok	ERR598985	Illumina
TARA_145_5m_0.22-3_prok	ERR598983	Illumina
TARA_145_590m_0.22-3_prok	ERR599166	Illumina
TARA_146_5m_0.22-3_prok	ERR598968	Illumina
TARA_146_640m_0.22-3_prok	ERR599047	Illumina
TARA_150_40m_0.22-3_prok	ERR598996	Illumina
TARA_151_80m_0.22-3_prok	ERR598986	Illumina
TARA_152_5m_0.22-3_prok	ERR599078	Illumina
TARA_152_800m_0.22-3_prok	ERR598944	Illumina
TARA_152_5-160m_0.22-3_prok	ERR599001	Illumina
TARA_007_5m_0.22-1.6_girus	ERR164416	454
TARA_007_5m_0.22-1.6_girus	ERR164421	454
TARA_007_5m_0.22-1.6_girus	ERR315857	Illumina
TARA_007_42m_0.22-1.6_girus	ERR164410	454
TARA_007_42m_0.22-1.6_girus	ERR164422	454
TARA_007_42m_0.22-1.6_girus	ERR315856	Illumina
TARA_003_5m_0.22-1.6_girus	ERR164424	454
TARA_004_5m_0.22-1.6_girus	ERR164420	454
TARA_006_8m_0.22-1.6_girus	ERR164413	454
TARA_009_5m_0.22-1.6_girus	ERR594288	Illumina
TARA_009_5m_0.22-1.6_girus	ERR594316	Illumina
TARA_009_5m_0.22-1.6_girus	ERR594317	Illumina
TARA_009_55m_0.22-1.6_girus	ERR594315	Illumina
TARA_009_55m_0.22-1.6_girus	ERR594329	Illumina
TARA_031_5m_0.22-1.6_girus	ERR164417	454
TARA_034_5m_0.1-0.22_girus	ERR594328	Illumina
TARA_036_5m_0.1-0.22_girus	ERR594334	Illumina
TARA_036_5m_0.22-1.6_girus	ERR164414	454
TARA_036_5m_0.22-1.6_girus	ERR164419	454
TARA_037_600m_0.1-0.22_girus	ERR594290	Illumina
TARA_037_600m_0.1-0.22_girus	ERR594345	Illumina
TARA_038_5m_0.1-0.22_girus	ERR594330	Illumina
TARA_038_5m_0.22-1.6_girus	ERR164418	454
TARA_038_340m_0.1-0.22_girus	ERR594312	Illumina
TARA_038_340m_0.22-1.6_girus	ERR164426	454
TARA_039_5m_0.1-0.22_girus	ERR594327	Illumina
TARA_039_5m_0.22-1.6_girus	ERR164415	454
TARA_039_270m_0.1-0.22_girus	ERR594346	Illumina
TARA_039_270m_0.22-1.6_girus	ERR164412	454
TARA_041_5m_0.1-0.22_girus	ERR594295	Illumina
TARA_043_5m_0.22-1.6_girus	ERR164411	454
TARA_046_5m_0.22-1.6_girus	ERR164423	454
TARA_048_5m_0.1-0.22_girus	ERR594314	Illumina
TARA_049_5m_0.22-1.6_girus	ERR164425	454
TARA_064_65m_0.1-0.22_girus	ERR594324	Illumina
TARA_065_5m_0.1-0.22_girus	ERR594320	Illumina
TARA_065_30m_0.1-0.22_girus	ERR594291	Illumina
TARA_067_5m_0.22-0.45_girus	ERR594313	Illumina
TARA_067_5m_0.45-0.8_girus	ERR594325	Illumina
TARA_068_700m_0.45-0.8_girus	ERR594302	Illumina
TARA_068_5m_0.22-0.45_girus	ERR594318	Illumina
TARA_068_5m_0.45-0.8_girus	ERR594297	Illumina
TARA_068_50m_0.22-0.45_girus	ERR594294	Illumina
TARA_068_50m_0.45-0.8_girus	ERR594348	Illumina
TARA_070_5m_0.22-0.45_girus	ERR594349	Illumina
TARA_070_5m_0.45-0.8_girus	ERR594335	Illumina
TARA_070_800m_0.22-0.45_girus	ERR594299	Illumina
TARA_070_800m_0.22-0.45_girus	ERR594308	Illumina
TARA_070_800m_0.45-0.8_girus	ERR594331	Illumina
TARA_076_5m_0.22-0.45_girus	ERR594310	Illumina
TARA_076_5m_0.45-0.8_girus	ERR594286	Illumina
TARA_076_150m_0.22-0.45_girus	ERR594321	Illumina
TARA_076_150m_0.45-0.8_girus	ERR594298	Illumina
TARA_076_800m_0.45-0.8_girus	ERR594333	Illumina
TARA_078_5m_0.22-0.45_girus	ERR594340	Illumina
TARA_078_5m_0.45-0.8_girus	ERR594332	Illumina
TARA_078_120m_0.22-0.45_girus	ERR594336	Illumina
TARA_078_120m_0.45-0.8_girus	ERR594303	Illumina
TARA_078_800m_0.45-0.8_girus	ERR594289	Illumina
TARA_122_5m_0.1-0.22_girus	ERR594292	Illumina
TARA_122_5m_0.22-0.45_girus	ERR594307	Illumina
TARA_122_5m_0.45-0.8_girus	ERR594306	Illumina
TARA_122_600m_0.1-0.22_girus	ERR594309	Illumina
TARA_122_600m_0.22-0.45_girus	ERR594305	Illumina
TARA_122_600m_0.45-0.8_girus	ERR594322	Illumina
TARA_122_115m_0.1-0.22_girus	ERR594284	Illumina
TARA_122_115m_0.22-0.45_girus	ERR594304	Illumina
TARA_122_115m_0.45-0.8_girus	ERR594301	Illumina
TARA_123_5m_0.22-0.45_girus	ERR594326	Illumina
TARA_123_5m_0.45-0.8_girus	ERR594347	Illumina
TARA_123_150m_0.1-0.22_girus	ERR594293	Illumina
TARA_123_150m_0.22-0.45_girus	ERR594337	Illumina
TARA_123_150m_0.45-0.8_girus	ERR594319	Illumina
TARA_124_5m_0.1-0.22_girus	ERR594287	Illumina
TARA_124_5m_0.22-0.45_girus	ERR594311	Illumina
TARA_124_5m_0.45-0.8_girus	ERR594296	Illumina
TARA_124_120m_0.1-0.22_girus	ERR594285	Illumina
TARA_124_120m_0.22-0.45_girus	ERR594343	Illumina
TARA_124_120m_0.45-0.8_girus	ERR594338	Illumina
TARA_125_5m_0.1-0.22_girus	ERR594344	Illumina
TARA_125_5m_0.22-0.45_girus	ERR594339	Illumina
TARA_125_5m_0.45-0.8_girus	ERR594323	Illumina
TARA_125_140m_0.1-0.22_girus	ERR594341	Illumina
TARA_125_140m_0.22-0.45_girus	ERR594342	Illumina
TARA_125_140m_0.45-0.8_girus	ERR594300	Illumina
